"_id","_labels","chunk_index","embedding","id","index","name","text","weather","_start","_end","_type","fromYear"
"534",":Chunk:__KGBuilder__","","[-0.029078376,0.016876439,0.047028728,-0.02391765,0.03957319,0.0034769,-0.027140971,0.028355112,0.040385682,-0.044473268,-0.034108635,-0.033175655,-0.012827524,0.017039107,-0.0195418,-0.018340712,-0.008566236,0.034429297,-0.04728029,0.0029177677,0.07172115,0.024653196,-0.07384151,-0.04205235,0.050051384,0.046922714,0.034445707,0.029965566,0.019938616,0.03957645,0.028024834,-0.03794144,0.024860168,-0.0388758,0.019247336,0.020229544,0.039888054,-0.04783452,0.01029995,-0.052116722,0.04457364,-0.03766268,0.0024698153,0.004266615,-0.050743252,0.004710001,0.02669288,-0.031290814,-0.019824939,-0.02137205,-0.00886046,0.020330021,0.07503668,-0.06732724,0.033432882,-0.0031233125,0.008580209,0.0029714622,-3.312673E-4,0.022525275,0.014682852,-0.030135063,0.021389386,-4.2053804E-4,-0.019231146,0.05131837,0.02591442,0.028605245,0.014479185,0.016477278,-0.027227266,0.050026827,-0.018953847,-9.265014E-5,-0.04632267,-0.033374947,-0.03953672,4.539393E-4,0.056712233,-0.017481562,0.029138733,0.04936821,0.01155406,-0.030344373,-0.02009556,-0.016907457,0.022571621,0.06530656,-0.014272332,0.04645889,0.034995466,0.01360436,0.015998876,-0.027605454,-0.004277582,0.0041578007,-0.016384056,0.04287685,-0.012007747,0.02515408,0.013343422,-0.0078712795,-0.014099795,0.05699919,-0.018311273,0.017895043,-0.047522064,0.025245393,0.022526724,-0.020754121,0.042179167,0.02597462,0.013430837,0.021970307,-0.022788446,0.04585204,-0.009671188,0.021830425,-0.021195598,-0.019957287,0.014911733,0.0033829326,0.03570199,-0.032776464,-0.04587886,-0.040788066,-0.026962416,0.03785972,0.0052511264,0.009240029,0.002108548,-0.050367214,-0.021833276,-0.020423822,-0.0023428483,0.018344566,7.1805186E-4,-0.009151128,-0.008525898,-0.032881115,0.038181007,-0.004474576,-0.00870413,0.05877597,0.011045065,0.05545446,0.017082227,-0.007951486,-0.020610284,0.03853738,-0.0067169815,-0.028779283,0.012378839,0.026396941,-0.010789566,-0.0077716485,0.042475037,0.020592617,0.024044037,-0.00544624,-0.011528662,-0.052226745,0.0019019096,0.004944766,-0.002203637,-8.016919E-4,-0.008682532,-0.047427937,0.0034552484,0.0077561922,0.026160536,0.010673037,-0.0047723725,-0.003153658,0.028441483,0.005742844,-0.0021969834,-0.005067469,-0.057129428,-0.0020400558,-3.0980045E-5,0.0029142513,-0.0022392054,0.03306472,-0.0033310326,0.023086276,0.011393406,-0.013697593,-0.009641814,-0.017585713,-0.030554326,0.029320067,0.017509742,0.055924132,0.014413313,0.023177987,-0.050376356,-0.012025,-0.019984938,0.0139593,-0.01969698,-0.0026652059,0.0042582536,0.02731675,0.038374957,-0.05578571,0.045436323,0.046994846,-0.029965466,-0.057767514,0.037887916,0.015066014,0.017959943,-0.014230044,0.014388431,-0.0075515914,-0.022475516,0.0075730383,-0.048643768,0.014366512,0.025417408,0.010107364,-0.0029551904,0.054054495,-0.025032429,-0.025736865,0.006225458,0.042306095,-0.016109113,-0.0119662285,0.012728084,0.006445173,-0.021555798,0.032244653,0.019892124,0.03542571,-0.012800973,3.9658297E-4,-0.0077747074,-0.02223706,-0.015043983,0.019592756,0.055376787,-0.0039718472,-0.024261108,0.063813984,-0.036938697,0.0026205375,-0.060821407,0.018527454,0.03674886,0.031824525,1.7881466E-4,-0.0066012247,-0.033432804,0.035321675,0.024333624,0.022040084,0.0031807495,-0.058236085,-0.0064737936,0.0011209341,-0.024097694,-0.033697184,0.029614018,0.034205176,-0.020544264,0.014930808,0.025545936,-0.048950825,-0.019865666,-0.027682101,-0.011600805,-0.009590556,-0.045884423,0.027709497,0.071209006,-0.031529635,0.026843477,-0.0035151213,-0.005433982,0.025117537,-0.032250363,0.02616948,-0.0100764185,0.0028429544,0.0043052016,0.014249293,-0.01595688,-0.01659422,-0.008699676,-0.04120617,-0.025284372,-0.015959065,0.011737859,-0.01757277,0.0014891339,0.03984673,0.0052074767,-0.06000956,-0.04097804,0.027840676,-0.029314827,-0.020024264,-0.028499698,-0.0384779,0.01962083,-0.007164331,0.023331665,0.019194264,-2.695856E-4,0.03433943,-0.0387637,0.0011603518,-0.047247503,0.012800796,0.013894196,0.036838718,-0.012591393,-0.011810368,-0.027128417,-0.03112404,0.013717944,0.011226782,-0.046089675,0.012715409,0.037357148,-0.038479153,0.02921122,0.0077943653,-0.023547098,-0.05382219,-0.069662675,-0.017806761,0.026749006,0.0034251446,0.029757934,-0.015870506,0.020087998,-0.0034845816,5.775887E-4,-0.008407274,0.045314383,0.051956616,-0.0237069,-0.039751973,0.039744783,0.0045739226,-0.017061392,0.046478644,-0.09099679,-2.1102902E-4,0.041303847,0.023373859,-0.0016596897,-0.0040682475,-0.018302765,-0.047535557,-0.055984233,-0.018891279,-0.013866281,-0.0014782948,0.029086316,0.014807151,-0.038727127,-0.022218907,-0.017193705,0.015741346,0.04151815,-0.044996306,0.029375192,0.0022105926,-0.027250607,-0.024313355,0.004683244,-0.00385216,0.0022258067,-0.028740427,0.027308261,-0.022890083,-0.0051381853,-0.042261366,0.046831354,0.0057698004,0.025093855,-0.03185331,-0.02349287,0.03440243,-0.016384823,-0.011961399,-0.011873087,-0.026534552,0.0035360847,-0.012534498,-0.02208801,-0.018935226,0.06138417,0.049397454,-0.022819486,-0.030413082,0.04552661,0.034156054,0.024546968,0.042608015,-0.008578865,0.05924882,-0.010204099,0.02215457,0.03412927,-0.028672783,-0.031039184,0.013282049,0.009439725,0.005537316,0.04696413,0.043632902,-0.03023822,0.010667827,-0.0067094914,0.003413694,-0.08407608,0.010719489,0.020985283,0.027358433,0.0071137557,0.018251583,0.014541465,0.004046948,0.030098515,0.03539467,-0.009216268,-0.028103167,0.024445202,-0.016568856,0.033283338,-0.01264247,0.028528178,-0.03155129,-0.019765224,0.016767047,0.016980827,0.10164904,0.054696176,0.0043517104,0.0013014327,0.03086332,-0.007590035,-0.005270025,-0.041017286,-0.013836574,-0.06336855,-0.027728774,-0.013320635,-0.016874485,0.0038210214,-0.019076992,9.901144E-4,0.021156706,-0.014859092,-0.00813577,0.022442222,0.021743946,0.02940002,0.008667835,-0.020544581,-0.0071336892,-0.036095113,0.054265153,0.0042003402,0.048187114,-0.02986133,-0.006854431,0.038512062,-0.06741487,0.012851909,-0.0069284327,0.015243906,0.02207021,0.01938126,0.0073488774,0.008382322,-0.011100417,-0.026063198,0.026547154,-0.004429253,-0.0808801,-0.026153013,-0.012688232,-0.0402041,-0.0027067766,-0.014361223,-0.03931401,-0.052436076,0.0020530634,0.014155535,-0.07075186,-0.054389756,-0.027979884,1.1586052E-4,-0.0052058515,0.043134585,0.052037224,0.01918999,0.031119386,-0.028491035,-0.051800244,-0.027280219,-0.018281396,-0.037900146,0.007450518,0.0042036646,-0.05660362,-0.009672378,0.02818702,-0.026007015,0.024369406,0.07620784,-0.009020105,0.027469195,0.045544848,0.015816033,-0.051395465,-0.016270852,0.065885074,-0.04045108,-0.007730731,0.031353146,0.039631233,-0.03195209,-0.07737712,-0.003349909,-0.018911554,-0.031723864,-0.009075109,-0.05410643,0.0029631373,-0.008878324,0.02269628,-0.0038369608,0.014658238,-0.021759564,0.0019376958,-0.006659021,-0.0073161013,-0.08122819,-0.004541343,0.022661602,0.018118309,0.0022520304,-0.008086678,-0.0046986295,0.0070324005,0.011951127,-0.013391225,-0.007659106,-0.04888342,-0.022496013,0.010834173,-0.0023252175,0.028100157,0.01727188,0.016852845,0.022689994,-0.09019855,0.034223817,-0.04865064,-0.0020565842,-0.0332443,0.048376586,0.0015629309,-0.008958942,9.0631365E-4,0.023377895,0.04551677,0.0020136188,-0.010903605,-0.033567186,-0.01942064,-0.037878882,-0.021951875,0.025638778,-0.05408489,-0.005777262,0.04051589,-0.0034084222,-0.009780516,-8.825166E-4,0.05668289,-0.002949645,-0.0313505,-0.053353768,0.016955905,-0.012360671,-0.024218187,-0.069766186,-0.016360443,-0.017837603,0.012663721,0.0098857405,-0.015194466,-0.044167466,0.02972094,0.04169914,-0.015129973,0.073841445,0.028183412,0.0074334205,-0.016476167,0.007853751,0.012997038,0.029650223,0.04595185,-2.0071708E-5,-0.005261447,0.04839789,0.0299083,-0.039559815,-0.03821839,0.032227222,0.015096971,-0.06317366,0.0017863367,0.027790647,-0.03168819,-0.016819565,-0.056933675,-0.035817042,-0.05362841,-0.011025257,0.030695718,0.010662651,-0.014787611,0.014880665,0.036081105,0.008124355,0.0036191635,-0.0019401817,0.0064344164,-0.011138494,0.00924478,0.0781574,0.009862268,0.053935785,-0.03154396,-0.044805698,-0.0010298886,0.008957458,0.0035048858,0.011385433,0.003607672,-0.012833647,0.012517181,-6.642484E-4,0.0019623172,-0.010202147,-0.0075951153,-0.0069336756,-0.015660109,-0.03525504,4.3876644E-4,0.07481014,-0.010039174,-0.025025718,0.008589793,0.025429657,-0.02154496,0.00734038,-0.039020445,-0.053661432,-0.040995497,0.00452915,-0.042834625,-0.03552712,0.0019918205,0.014928791,0.022194639,0.038888097,-0.028346404,0.022931648,-0.0114285415,0.015538429,3.993131E-4,-0.027055517,7.589272E-4,-0.011747878,-0.024633704,0.009165007,-0.02891681,-0.0066542723,-0.018150037,0.024695605,-0.060111362,0.043125488,0.0037382501,-0.015771922,0.10792527,-0.035682797,-0.03951863,0.0038832792,0.011032729,-0.013116819,0.062154524,1.9887513E-4,0.0078186,-0.007874143,-0.026086597,0.004827265,0.029742274,0.052842464,-0.05190926,-0.006357091,-0.0060109855,-0.004302188,-0.011366509,-0.034435496,0.0028363105,0.031126957,-0.07421286,0.008527268,0.026648328,-0.023937965,-0.04237047,0.016917486,-0.0041913525,0.060490157,-0.0076054814,2.665743E-4,-0.013007637,-0.026071655,0.048630316,-0.006259536,-0.019608574,0.062600724,0.018801238,0.023946086,-0.013687796,0.018587822,-0.012073995,-0.019288884,-0.005053131,0.003051985,0.037703533,0.015079015,0.017783877,-0.06275104,-0.016518876,-0.034578957,-0.049670547,-0.012500884,0.04830423,0.016195728,-0.006521603,0.0025417872,-0.022973936,-0.073319815,0.04054254,-7.7179883E-4,0.018615397,0.022599181,0.032054298,0.051749256,-0.01319279,-0.007532521,0.029141985,0.034202803,-0.04841356,-0.07246381,0.027680503,-0.013946596,-0.01723462,-0.008998614,-0.0085686855,-0.0037986946,-0.014438007,-0.019618802,-0.006364268,0.013418009,-0.003037014,0.038461406,-0.0139608085,0.033363607,0.0070560114,0.013358728,0.05226522,-0.023004021,-0.04143905,0.04477324,0.027230337,0.03325176,0.048696727,0.023986949,0.011755716,-0.010457864,-0.02951691,-0.010099461,0.013282388,0.005251456,0.038454365,-0.0019053572,0.01797131,-1.9302983E-4,0.0023529346,0.0027916413,-7.673433E-4,0.040143594,0.030772042,-0.017333886,-0.001453321,-0.023695633,0.008061547,-0.025570877,1.2733501E-5,0.0057925517,9.351492E-4,-0.0343433,-0.017068215,0.011094675,0.001987796,-0.008087045,0.020091096,-0.024717985,-0.02091263,0.08317119,0.009812459,-0.022387283,0.08057252,-0.005899877,0.035336882,-0.018111039,-0.0155897075,-0.027520077,-0.0680216,0.01612241,0.035074316,0.046442218,-0.0045859665,-0.027812377,0.012525819,0.023323558,-0.047028717,0.0015163134,-0.0015711794,-0.010879842,-0.07070147,-0.023043599,0.014974662,-0.034836985,0.022054654,-0.006763542,-0.0043399236,0.017910456,-0.01972536,-0.004721152,0.05616935,-0.015872132,-0.019832704,0.028655678,0.017929288,0.037988868,0.013610999,-0.010078133,0.006972495,-0.024861887,0.018627133,0.012084233,-0.031492442,0.028433466,-0.020188076,0.006293221,-0.02227983,0.014953742,-0.03297846,-0.036536854,0.018538546,0.0074635874,-0.030316679,0.017396731,-0.017395236,0.033535775,-0.024179302,0.024809713,0.02733403,-0.036405824,0.020401925,-0.047646973,0.047552157,0.013125869,-0.04653423,-0.051295877,-0.043187372,-0.005577736,-0.021946855,-0.035730492,-0.019854141,0.041055042,0.060843766,0.003357954,-0.023573538,-0.029812433,-0.03727052,-0.0052353237,0.034328077,-0.060160678,-9.523148E-4,-0.015086324,-0.0035525197,0.0019893735,0.014956363,-0.0075104404,-0.060211934,0.022334518,-0.0040233782,0.010712659,-0.034931097,0.001574471,0.043426067,0.012241807,0.019939438,-0.018844187,-0.056702666,-0.002975184,-0.022490405,-0.07600801,-0.034576163,-0.017021379,0.010508082,0.017239982,-0.007372915,-0.034822922,0.24908333,0.026192559,0.017880483,-0.031733923,-0.014470006,0.043007646,0.017238196,-0.010572441,0.0469153,-0.03638852,-0.013530183,0.049226858,0.008561256,-0.025580486,0.01141373,0.036039867,-0.0020577135,0.017690068,-0.001376596,-0.041083656,-0.06506223,-0.01967467,-0.041116226,0.015382839,0.0042377035,0.010691644,0.0074566538,0.0072763995,-0.02201287,0.026055409,-0.017834088,-0.029593492,-0.019959893,-0.038132165,-0.014907236,-0.014097004,-0.020324387,0.0015655836,-8.030898E-4,-0.011062469,-0.030487034,0.037884027,-8.0080127E-4,-0.04402616,0.0012842702,0.024023756,0.025258994,0.0146251805,0.007875961,0.02218232,0.03437123,-0.038856518,0.02054051,-0.037222866,0.0015118461,0.009824261,0.040593274,0.020198718,-0.026816018,-0.010851791,0.021225866,0.039496254,0.022150455,-0.007397141,0.0034369763,0.07069975,0.04292984,0.012652698,0.02599537,0.0037104671,0.03276237,-0.037223727,-0.052905038,-0.04844784,0.04874985,-0.004145207,-0.006583949,-0.030932065,0.015789494,0.005640925,-0.049285848,-0.0049084774,-0.045904882,-0.04458146,-0.002972077,-0.0279852,-0.0143531,-0.016221143,0.0021689455,0.10003027,0.04360365,0.005295837,-0.048642546,0.011574086,0.029529868]","c244f59c-e2fc-4e65-9264-e4ff9083e704","0","","The son of Duke Leto Atreides and the Lady Jessica, Paul is the heir of House Atreides,
an aristocratic family that rules the planet Caladan, the rainy planet, since 10191.","",,,,
"538",":House:__Entity__:__KGBuilder__","0","","c244f59c-e2fc-4e65-9264-e4ff9083e704:3","","","","",,,,
"539",":Planet:__Entity__:__KGBuilder__","0","","c244f59c-e2fc-4e65-9264-e4ff9083e704:4","","","","rainy",,,,
,,,,,,,,,"0","1","MENTIONS",""
,,,,,,,,,"0","2","MENTIONS",""
,,,,,,,,,"0","3","MENTIONS",""
,,,,,,,,,"0","4","MENTIONS",""
,,,,,,,,,"0","5","MENTIONS",""
,,,,,,,,,"0","6","MENTIONS",""
,,,,,,,,,"0","7","MENTIONS",""
,,,,,,,,,"0","8","MENTIONS",""
,,,,,,,,,"0","9","MENTIONS",""
,,,,,,,,,"0","10","MENTIONS",""
,,,,,,,,,"0","11","MENTIONS",""
,,,,,,,,,"0","12","MENTIONS",""
,,,,,,,,,"0","13","MENTIONS",""
,,,,,,,,,"0","14","MENTIONS",""
,,,,,,,,,"0","15","MENTIONS",""
,,,,,,,,,"0","16","MENTIONS",""
,,,,,,,,,"0","17","MENTIONS",""
,,,,,,,,,"0","18","MENTIONS",""
,,,,,,,,,"0","19","MENTIONS",""
,,,,,,,,,"3","10","REGISTERED_AS",""
,,,,,,,,,"3","5","HAS_ENGINES",""
,,,,,,,,,"3","9","YEAR_OF_MANUFACTURE",""
,,,,,,,,,"3","14","SERIAL_NUMBER",""
,,,,,,,,,"1","11","OCCURRED_AT",""
,,,,,,,,,"1","15","TYPE_OF_FLIGHT",""
,,,,,,,,,"2","4","NUMBER_ON_BOARD",""
,,,,,,,,,"12","16","NUMBER_ON_BOARD",""
,,,,,,,,,"1","17","NATURE_OF_DAMAGE",""
,,,,,,,,,"8","7","HAS_LICENSE",""
,,,,,,,,,"8","19","AGE",""
,,,,,,,,,"8","13","FLYING_EXPERIENCE",""
,,,,,,,,,"8","18","LAST_90_DAYS_FLYING_HOURS",""
,,,,,,,,,"8","6","LAST_28_DAYS_FLYING_HOURS",""
,,,,,,,,,"20","21","MENTIONS",""
,,,,,,,,,"20","11","MENTIONS",""
,,,,,,,,,"20","22","MENTIONS",""
,,,,,,,,,"20","23","MENTIONS",""
,,,,,,,,,"20","24","MENTIONS",""
,,,,,,,,,"20","25","MENTIONS",""
,,,,,,,,,"20","26","MENTIONS",""
,,,,,,,,,"20","27","MENTIONS",""
,,,,,,,,,"20","28","MENTIONS",""
,,,,,,,,,"20","29","MENTIONS",""
,,,,,,,,,"20","30","MENTIONS",""
,,,,,,,,,"20","31","MENTIONS",""
,,,,,,,,,"23","28","STARTED_IN",""
,,,,,,,,,"21","25","ISOLATED_BY",""
,,,,,,,,,"26","31","FROM_TO",""
,,,,,,,,,"26","11","DIVERTED_TO",""
,,,,,,,,,"24","29","TRACED_TO",""
,,,,,,,,,"29","27","HAD_DIFFERENT_PART_NUMBER_THAN",""
,,,,,,,,,"22","30","RESULTED_IN",""
,,,,,,,,,"32","33","MENTIONS",""
,,,,,,,,,"32","34","MENTIONS",""
,,,,,,,,,"32","10","MENTIONS",""
,,,,,,,,,"32","35","MENTIONS",""
,,,,,,,,,"32","36","MENTIONS",""
,,,,,,,,,"32","37","MENTIONS",""
,,,,,,,,,"32","38","MENTIONS",""
,,,,,,,,,"32","39","MENTIONS",""
,,,,,,,,,"32","40","MENTIONS",""
,,,,,,,,,"32","41","MENTIONS",""
,,,,,,,,,"32","42","MENTIONS",""
,,,,,,,,,"32","43","MENTIONS",""
,,,,,,,,,"32","44","MENTIONS",""
,,,,,,,,,"32","45","MENTIONS",""
,,,,,,,,,"32","46","MENTIONS",""
,,,,,,,,,"10","38","STARTS_FLIGHT_FROM",""
,,,,,,,,,"10","33","FINISHES_FLIGHT_IN",""
,,,,,,,,,"10","37","MODIFIED_FOR",""
,,,,,,,,,"10","45","REMOVED",""
,,,,,,,,,"35","10","ATTACHED_TO",""
,,,,,,,,,"35","40","CONNECTED_TO",""
,,,,,,,,,"41","34","SECURED_TO",""
,,,,,,,,,"41","42","SECURED_TO",""
,,,,,,,,,"46","41","FILLED_IN",""
,,,,,,,,,"46","44","TRANSFERRED_TO",""
,,,,,,,,,"36","43","PROVIDES",""
,,,,,,,,,"36","39","LOCATED_BEHIND",""
,,,,,,,,,"47","48","MENTIONS",""
,,,,,,,,,"47","49","MENTIONS",""
,,,,,,,,,"47","25","MENTIONS",""
,,,,,,,,,"47","50","MENTIONS",""
,,,,,,,,,"47","51","MENTIONS",""
,,,,,,,,,"47","52","MENTIONS",""
,,,,,,,,,"47","53","MENTIONS",""
,,,,,,,,,"47","54","MENTIONS",""
,,,,,,,,,"47","55","MENTIONS",""
,,,,,,,,,"47","56","MENTIONS",""
,,,,,,,,,"47","57","MENTIONS",""
,,,,,,,,,"47","58","MENTIONS",""
,,,,,,,,,"47","59","MENTIONS",""
,,,,,,,,,"58","52","PLANNED_FOR_DATE",""
,,,,,,,,,"25","51","NOTICED_PROBLEM_WITH",""
,,,,,,,,,"49","50","SHUT_DOWN_DUE_TO",""
,,,,,,,,,"59","56","DIAGNOSED_PROBLEM_WITH",""
,,,,,,,,,"56","59","REPLACED_BY",""
,,,,,,,,,"54","55","FUNCTIONED_CORRECTLY_AFTER",""
,,,,,,,,,"48","57","FLYING_FLIGHTS",""
,,,,,,,,,"25","57","EXPERIENCED_NO_PROBLEMS_DURING",""
,,,,,,,,,"48","53","LANDED_AT",""
,,,,,,,,,"60","61","MENTIONS",""
,,,,,,,,,"60","53","MENTIONS",""
,,,,,,,,,"60","62","MENTIONS",""
,,,,,,,,,"60","10","MENTIONS",""
,,,,,,,,,"60","63","MENTIONS",""
,,,,,,,,,"60","64","MENTIONS",""
,,,,,,,,,"60","65","MENTIONS",""
,,,,,,,,,"60","66","MENTIONS",""
,,,,,,,,,"60","67","MENTIONS",""
,,,,,,,,,"10","53","DEPARTED_FROM",""
,,,,,,,,,"10","64","CLIMBED_TO",""
,,,,,,,,,"10","67","DESTINATION",""
,,,,,,,,,"62","66","NOTICED",""
,,,,,,,,,"62","61","OPENED",""
,,,,,,,,,"65","63","NOTICED",""
,,,,,,,,,"68","69","MENTIONS",""
,,,,,,,,,"68","70","MENTIONS",""
,,,,,,,,,"68","48","MENTIONS",""
,,,,,,,,,"68","71","MENTIONS",""
,,,,,,,,,"68","72","MENTIONS",""
,,,,,,,,,"68","73","MENTIONS",""
,,,,,,,,,"68","74","MENTIONS",""
,,,,,,,,,"68","75","MENTIONS",""
,,,,,,,,,"68","76","MENTIONS",""
,,,,,,,,,"68","77","MENTIONS",""
,,,,,,,,,"68","25","MENTIONS",""
,,,,,,,,,"68","78","MENTIONS",""
,,,,,,,,,"68","79","MENTIONS",""
,,,,,,,,,"68","80","MENTIONS",""
,,,,,,,,,"68","81","MENTIONS",""
,,,,,,,,,"68","82","MENTIONS",""
,,,,,,,,,"72","71","DECLARED_EMERGENCY",""
,,,,,,,,,"72","81","ASKED_FOR_ASSISTANCE_FROM",""
,,,,,,,,,"48","76","LOCATED_OVERHEAD",""
,,,,,,,,,"82","78","STATUS",""
,,,,,,,,,"79","78","STATUS",""
,,,,,,,,,"73","75","DISTANCE_FROM_AIRCRAFT",""
,,,,,,,,,"25","80","DECIDED_NOT_TO_FLY_FOR_DISTANCE_OVER",""
,,,,,,,,,"69","74","STATUS",""
,,,,,,,,,"25","77","DETERMINED_WEATHER_NOT_SUITABLE_FOR_APPROACH",""
,,,,,,,,,"25","70","DECIDED_TO_MAKE_APPROACH_TO",""
,,,,,,,,,"83","84","MENTIONS",""
,,,,,,,,,"83","85","MENTIONS",""
,,,,,,,,,"83","86","MENTIONS",""
,,,,,,,,,"83","87","MENTIONS",""
,,,,,,,,,"83","88","MENTIONS",""
,,,,,,,,,"83","89","MENTIONS",""
,,,,,,,,,"83","25","MENTIONS",""
,,,,,,,,,"83","72","MENTIONS",""
,,,,,,,,,"83","51","MENTIONS",""
,,,,,,,,,"83","90","MENTIONS",""
,,,,,,,,,"83","91","MENTIONS",""
,,,,,,,,,"83","92","MENTIONS",""
,,,,,,,,,"83","93","MENTIONS",""
,,,,,,,,,"83","94","MENTIONS",""
,,,,,,,,,"83","95","MENTIONS",""
,,,,,,,,,"91","88","SHOWING_DEFLECTION_TO_LEFT",""
,,,,,,,,,"87","92","SHOWING_DEFLECTION_TO_RIGHT",""
,,,,,,,,,"95","89","DECIDED_TO_SHUT_DOWN",""
,,,,,,,,,"93","85","CAUSED_PROBLEM",""
,,,,,,,,,"51","94","REMAINED_OFF_AFTER_SHUTDOWN",""
,,,,,,,,,"25","84","SWITCHED_OFF",""
,,,,,,,,,"72","86","WENT_TO_TURN_OFF",""
,,,,,,,,,"25","90","DECIDED_TO_SWITCH_OFF",""
,,,,,,,,,"96","97","MENTIONS",""
,,,,,,,,,"96","90","MENTIONS",""
,,,,,,,,,"96","98","MENTIONS",""
,,,,,,,,,"96","99","MENTIONS",""
,,,,,,,,,"96","100","MENTIONS",""
,,,,,,,,,"96","101","MENTIONS",""
,,,,,,,,,"90","101","IS_SWITCHED_OFF_BY",""
,,,,,,,,,"100","97","BECOMES_ONLY_SOURCE_OF",""
,,,,,,,,,"98","99","REMAINS_OFF_DUE_TO",""
,,,,,,,,,"102","25","MENTIONS",""
,,,,,,,,,"102","103","MENTIONS",""
,,,,,,,,,"102","104","MENTIONS",""
,,,,,,,,,"102","105","MENTIONS",""
,,,,,,,,,"102","106","MENTIONS",""
,,,,,,,,,"102","107","MENTIONS",""
,,,,,,,,,"102","108","MENTIONS",""
,,,,,,,,,"102","109","MENTIONS",""
,,,,,,,,,"102","110","MENTIONS",""
,,,,,,,,,"102","111","MENTIONS",""
,,,,,,,,,"102","112","MENTIONS",""
,,,,,,,,,"102","113","MENTIONS",""
,,,,,,,,,"102","114","MENTIONS",""
,,,,,,,,,"102","115","MENTIONS",""
,,,,,,,,,"102","49","MENTIONS",""
,,,,,,,,,"25","115","THOUGHT",""
,,,,,,,,,"25","106","NOTICED",""
,,,,,,,,,"109","112","CAUSED",""
,,,,,,,,,"25","113","ATTEMPTED",""
,,,,,,,,,"49","108","CONTINUED_TO_RUN",""
,,,,,,,,,"103","110","THOUGHT",""
,,,,,,,,,"103","114","STOPPED_ENGINE_BY",""
,,,,,,,,,"105","111","ATTENDED",""
,,,,,,,,,"105","107","DISCONNECTED",""
,,,,,,,,,"105","104","REMAINING_WITH",""
,,,,,,,,,"116","117","MENTIONS",""
,,,,,,,,,"116","118","MENTIONS",""
,,,,,,,,,"116","119","MENTIONS",""
,,,,,,,,,"116","120","MENTIONS",""
,,,,,,,,,"116","61","MENTIONS",""
,,,,,,,,,"116","121","MENTIONS",""
,,,,,,,,,"116","122","MENTIONS",""
,,,,,,,,,"116","123","MENTIONS",""
,,,,,,,,,"116","124","MENTIONS",""
,,,,,,,,,"116","125","MENTIONS",""
,,,,,,,,,"116","126","MENTIONS",""
,,,,,,,,,"116","127","MENTIONS",""
,,,,,,,,,"116","128","MENTIONS",""
,,,,,,,,,"116","129","MENTIONS",""
,,,,,,,,,"116","130","MENTIONS",""
,,,,,,,,,"116","131","MENTIONS",""
,,,,,,,,,"116","48","MENTIONS",""
,,,,,,,,,"116","132","MENTIONS",""
,,,,,,,,,"48","122","EQUIPPED_WITH",""
,,,,,,,,,"131","132","FITTED_WITH",""
,,,,,,,,,"132","127","SUPPLIES_POWER_TO",""
,,,,,,,,,"127","129","CONNECTED_THROUGH",""
,,,,,,,,,"121","130","FEEDS",""
,,,,,,,,,"121","118","CONNECTED_THROUGH",""
,,,,,,,,,"130","124","CONNECTED_BY",""
,,,,,,,,,"120","128","CAN_OPERATE_AS",""
,,,,,,,,,"61","123","ENABLING_OPERATION",""
,,,,,,,,,"125","126","ALLOWS_TO_DETERMINE",""
,,,,,,,,,"117","119","INDICATES",""
,,,,,,,,,"133","134","MENTIONS",""
,,,,,,,,,"133","135","MENTIONS",""
,,,,,,,,,"133","136","MENTIONS",""
,,,,,,,,,"133","137","MENTIONS",""
,,,,,,,,,"133","138","MENTIONS",""
,,,,,,,,,"133","100","MENTIONS",""
,,,,,,,,,"133","139","MENTIONS",""
,,,,,,,,,"133","140","MENTIONS",""
,,,,,,,,,"133","141","MENTIONS",""
,,,,,,,,,"141","139","CONNECTED_TO",""
,,,,,,,,,"141","135","CONNECTED_TO",""
,,,,,,,,,"139","141","CONNECTED_TO",""
,,,,,,,,,"135","141","CONNECTED_TO",""
,,,,,,,,,"134","137","CONNECTED_TO",""
,,,,,,,,,"137","138","CONNECTED_TO",""
,,,,,,,,,"138","136","CONNECTED_TO",""
,,,,,,,,,"140","100","CONTAINS",""
,,,,,,,,,"142","143","MENTIONS",""
,,,,,,,,,"142","144","MENTIONS",""
,,,,,,,,,"142","145","MENTIONS",""
,,,,,,,,,"142","146","MENTIONS",""
,,,,,,,,,"142","147","MENTIONS",""
,,,,,,,,,"142","148","MENTIONS",""
,,,,,,,,,"142","149","MENTIONS",""
,,,,,,,,,"142","150","MENTIONS",""
,,,,,,,,,"142","151","MENTIONS",""
,,,,,,,,,"142","152","MENTIONS",""
,,,,,,,,,"142","28","MENTIONS",""
,,,,,,,,,"142","153","MENTIONS",""
,,,,,,,,,"152","149","PROVIDES_CONNECTION_BETWEEN",""
,,,,,,,,,"152","147","PROVIDES_PROTECTION_AGAINST",""
,,,,,,,,,"152","28","LOCATED_WITHIN",""
,,,,,,,,,"28","153","MOUNTED_IN",""
,,,,,,,,,"152","146","CONTAINS",""
,,,,,,,,,"144","143","OPERATES_WHEN_GENERATOR_VOLTAGE_REACHES",""
,,,,,,,,,"151","150","SENSES_DIRECTION_OF",""
,,,,,,,,,"145","148","ILLUMINATES_WHEN_MAIN_CONTACT_IS_OPEN_AND_ENGINE_START_SWITCH_IS_AT",""
,,,,,,,,,"154","155","MENTIONS",""
,,,,,,,,,"154","156","MENTIONS",""
